id_cliente,nome_cliente,data_nascimento,rg,cpf,endereco,numero,complemento,bairro,cidade,estado,cep,telefone,codigo_produto,nome_produto,quantidade,valor_produto,forma_pagamento,codigo_loja,nome_loja,codigo_vendedor,nome_vendedor,data_compra,erros
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
,,01/01/2000,,00000000000,,,,,,,,0000000000,,,,,,,,,,23/10/2025,
